book_title,author,reader_review,rating,label,review_length
le parfum de l exil,ondine khayat,ce roman est un véritable bijou une pure merveille littéraire tout m a séduit dans ce roman autant le fond que la forme dès le début le lecteur est épris de taline jeune femme ambitieuse et talentueuse possédant un odorat exceptionnelle elle envoûte le lecteur de différentes saveurs,5.0,1,283
la mort devant soi tome 2 reste nos pas dans la poussière,ophélie curado,petit conseil lisez le premier tome avant de lire celui ci afin de mieux appréhender l histoire,3.0,0,95
d une pierre deux coups,nathalie brunal,je suis ravie de retrouver anna et ses aventures mais je tiens d abord à remercier nathalie brunal pour sa confiance et sa patience,5.0,1,131
sénescence,luca tahtieazym,j ai été très agréablement surprise lorsque l auteur m a proposé de découvrir son dernier roman et je l en remercie vivement,5.0,1,124
la mort et l enfant roi,sandrine perigois,tout le monde connaît la grande faucheuse ou en a entendu parler mais c est la première fois que je lis une nouvelle qui donne le premier rôle à la mort elle est froide sans sentiment et exécute ses actes sans compassion ni remord mais un jour elle a dû se glisser dans la peau d un humain auprès d une femme et d un enfant pas comme les autres pour faire ce pour quoi il est connu mais qui dit vivre dans le corps d un humain dit explosion de sentiments sensations et oui vous avez bien compris cette nouvelle traite de ce que pourrait vivre la grande faucheuse si elle changeait de vie,5.0,1,587
chiruran tome 5,eiji hashimoto,les dessins pour les combats sont vraiment maîtrisé ça va vraiment être une belle série de manga l histoire continue et il y a la première mort pour l un des héros du manga une mort qui va causer de futur troubles au vu du responsable,4.0,1,234
les chats,marie hélène delval,livre de jeunesse de qualité entre peurs enfantines découverte du monde et apprentissage de la vie et de la mort l idée scénaristique des chats et du démon est intéressante et les charmants animaux vraiment monstrueux cela reste un livre pour enfant certes mais l écriture est judicieuse l ensemble bien mené,5.0,1,308
deux femmes et un jardin,anne guglielmetti,je me suis laissée tenter par ce roman découvert et emprunté auprès de ma médiathèque qui l avait très bien mis en avant en plus en version gros caractères,2.5,-1,155
layla,colleen hoover,leeds est musicien dans un groupe lors d un mariage où il joue il rencontre layla et c est un coup de foudre quelques temps plus tard layla est blessée et leeds l emmène dans le bed breakfast où ils se sont rencontrés pour sa convalescence mais des évènements vont bousculer les certitudes de leeds,2.0,-1,298
ecole senway,myriam dhupar,dans ce livre on suit cornelia qui se fait sequestrer dans la meilleure école du pays l école senway maltraitée attachée et bâillonnée elle se vera contrainte d assister à des cours mais pourquoi cornelia a t elle été enlevée et que fait elle réellement dans cette école vous le saurez en lisant le livre,4.0,1,304
keleana tome 2 la reine sans couronne,j maas sarah,j ai adoré ce tome 2,4.0,1,20
suplex yamada kun,junta shinozawa,ce manga de 1987 revient sur les jeunes années du catcheur légendaire jushin thunder liger qui a fait les grandes heures de la new japan pro wrestling,4.5,1,150
beethoven le prix de la liberté,régis penet,bonsoir,5.0,1,7
mes nuits à bangkok et ma cuisine,jackie gill,mes nuits à bangkok et ma cuisine est un roman plein d espoir où léo et nat les deux jeunes protagonistes tentent de survivre à bangkok en ayant une passion commune la cuisine ils sont attachants et j ai eu envie de faire leur connaissance,5.0,1,239
je serai ton pire noël,deborah j marrazzu,une romance de noël comme je les aime,5.0,1,37
bruissement d elles,annick carré,un recueil de textes poétiques écrit à 8 mains quatre amies commencent par des rendez vous pour vivre des ateliers d écriture qui au fur et à mesure des temps de travail deviennent des productions plus personnelles je fais partie de ce quatuor chacune notre tour nous avons proposé des inducteurs des points de départ pour écrire une mise en commun de mots d idées des échanges des enrichissements collectifs nous ont permis de progresser ainsi au bout de deux ans nous avons voulu concrétiser notre aventure autour des lettres un fil conducteur un choix de textes une mise en cohérence des moments partagés quelques photos et bruissement d elles est né,5.0,1,653
l arbre,coralie saudo,l arbre,4.0,1,7
shadowland,peter straub,shadowland est un bon divertissement pour adolescents,3.5,0,53
les sirènes de saint malo,françoise bourdin,les carriban sont armateurs de bateau de pêche de père en fils quand jaouen décède sans prévenir son fils joël revient à la maison alors qu il l a quittée depuis 8 ans après une dispute violente,3.0,0,194
vérité,peter james,j attendais beaucoup de ce roman sûrement trop d ailleurs qui m avait séduit avec son résumé je m attendais à de vrais jeux de manipulation à un vrai polar psychologique mais je me suis très vite rendue compte que rien de ce que j espérais ne se produirait pas dans le récit,2.0,-1,274
la prisonnière,malika oufkir,malika oufkir relate son passé et ses 20 ans de rétention par le régime marocain fille du général oufkir elle est adoptée par le roi mohamed 5 et grandit dans les couloirs du palais royal auprès de la fille du roi,3.0,0,213
layla,colleen hoover,l amour au delà de la mort,3.0,0,26
les enquêtes absurdes du commissaire krim,y b,sur la forme d abord c est un joli livre édité par l harmattan qui présente bien avec son format atypique sa couverture colorée c est toujours agréable si on veut le glisser au pied du sapin,3.5,0,190
la chronique des joyaux tome 1 le crépuscule violet,mélanie dufresne,le crépuscule violet mélanie dufresne,5.0,1,37
offrande funèbre,douglas preston,bon gros page turner qui fonctionne fortement même si l enquête manque parfois de logique les personnages sont agréables l adjonction du jeune apprenti me semble intéressante le récit est bien mené enfin comme d hab mais il reste qu il ne s agit pas d un des plus grands tomes de la série c est réussi c est agréable pas mémorable,4.0,1,330
kaiju n 8 tome 2,naoya matsumoto,un second tome égal au premier l histoire continue à son rythme et nous découvrons les débuts de kafka dans les forces de défense où l on découvre un peu plus sur nos héros enfin vient la première mission où chacun va briller à sa manière,4.0,1,238
les chevaliers des highlands tome 5 le saint,monica mccarty,dans ce tome on va suivre magnus dit le saint membre de la garde de robert de bruce,4.5,1,83
jusqu à la nuit des temps,mélodie ambiel,méga coup de cœur,5.0,1,17
le monde attend derrière la porte,pascale maret,vivre à l intérieur d une secte lorsqu on est une adolescente voilà un sujet de roman assez prometteur et c est le quotidien de sarah que nous suivons au fil de ce roman et son combat pour sortir de son environnement chez les rigoristes,2.0,-1,236
quand les papillons se mirent à voler,olivier chaillot,quelque chose cloche dans la vie de max un je ne sais quoi l empêche de trouver l amour toute sa famille sa mère et ses deux frères semble touchée par cette malédiction,5.0,1,168
sous un ciel d or,laura wood,ah une fiction historique et romantique quand j en ai entendu parlé lors de sa sortie j ai immédiatement pense à la saga lady helen mais c est pourtant quelque chose s assez différent que j ai découvert et ce n est pas pour me déplaire,3.5,0,235
quelque chose attend dans le vide sanitaire,frédéric soulier,voici un conte qui aurait pu commencer par ils se marièrent et n eurent pas beaucoup d enfants,5.0,1,94
elecboy tome 1 naissance,jaouen salaün,elecboy est très bizarre par moment nous avons deux aspects totalement différents et étranges le graphisme est très beau il y a un côté réaliste dans les personnages et il fait plaisir,2.5,-1,184
rosen blood tome 2,kachiru ishizue,ce titre saura t il vous ensorceler ou vous fera t il fuir les deux sont possibles ou alors vous pouvez être partagé il faut dire que le travail sur les décors sur les ombres sur la police de caractère nous charment totalement la relation entre stella et levi a ce petit quelque chose qui donne envie de les suivre d y croire stella semble prête à tout elle est la gentillesse personnifiée elle a des réactions un peu aux antipodes et semble capable d entrainer les gens dans son sillage de leur faire revoir la lumière ok ça peut être niais mais c est quand même beau aussi,3.0,0,574
kaiju n 8 tome 2,naoya matsumoto,une lecture cool dynamique surprenante fluide qui nous en met plein les yeux mais nous fait également beaucoup rire,4.0,1,115
mille éclats what light,jay asher,nous allons suivre sierra qui se rend comme chaque hiver en californie pour vendre des sapins de noël avec sa famille,2.0,-1,117
regarde dans la montagne,emiri hayashi,je suis vraiment fan des livres nathan pour les bébés pour en avoir souvent offerts je les trouve résistants mais surtout j adore les illustrations d emiri hayashi qui sont toujours adorables pas de code couleurs particulier dans celui ci comme c est souvent le cas dans cette collection mais des effets brillants pour rappeler le froid et la glace en suivant une petite marmotte au fil des pages bébé découvrira les animaux qui peuplent les montagnes,5.0,1,451
vox,christina dalcher,vox que dire de vox beaucoup trop de choses beaucoup plus que je ne pourrai en dire si je vivais dans cette dystopie terrifiante,4.5,1,128
la saga d anne tome 2 anne d avonlea,lucy maud montgomery,quel beau livre décidément les éditions monsieur toussaint louverture savent proposer de beaux objets livres élégants qui ne peuvent pas passer inaperçus dans une bibliothèque si le premier tome était superbe toutes les attentes sont dépassées avec cette couv elle met en scène anne au milieu de la nature pleine de couleur qu elle aime tant j ai rarement autant aimé une couverture que celle ci,3.0,0,395
hier encore c était l été,julie de lestrange,deux familles ont acheté deux maisons de vacances collées l une à l autre avec ce projet elles n imaginaient pas sceller une telle amitié entre les deux prochaines générations marco sophie et alexandre font partie de la dernière et ont grandi ensemble l été dans la maison de l amitié et le reste du temps à paris ils ont désormais vingt ans et découvrent que la vie ne leur réserve pas que de jolies surprises mais celles ci peuvent également souder le groupe,4.0,1,460
l atelier des sorciers tome 7,kamome shirahama,un volume fort intéressant qui aborde le passer de kieffrey on découvre d où vient son obsession pour la confrérie du capuchon et ce qu il en est actuellement,4.0,1,158
jupiter et moi,eddy l harris,après mississippi solo et le mississippi dans la peau c est le troisième livre de eddy harris que je lis et ce avec le même intérêt il ne nous parle pas ici d aventures fluviales mais de son père aujourd hui disparu et plus largement de la réalité afro américaine,4.5,1,263
la belle histoire des maths,michel rousselet,l histoire d une science ne saurait être une simple collection de biographies ni à plus forte raison un tableau chronologique,3.5,0,125
les ailes de l aube,christophe martinolli,qui ne s est jamais posé la question de la vie après la mort christophe martinolli nous invite à explorer l espace qu il y a entre notre existence terrestre et céleste a travers son personnage daphné une violoncelliste traumatisée par un passé douloureux l auteur déchire le voile de l inconnu et nous emmène avec lui sur des sentiers mystérieux ces mots vont vous habiter longtemps après la lecture un roman d une grande profondeur mystique à relire plusieurs fois pour en découvrir toutes les nuances,5.0,1,502
cher père noël,pascal brissy,une lecture sympathique où eliot après avoir écrit sa lettre va la poster mais la lettre va voyager bien plus qu il ne le croit en effet elle se perd à cause d un facteur bien enrhumé mais les mots écrits avec le cœur arrivent toujours à destination,4.5,1,249
tu danseras encore dans la nuit,sybelia,une histoire d amour au delà des épreuves voilà ce qui vous attend en lisant cette romance sybelia a encore une fois secoué mon coeur avec ce nouveau roman,4.5,1,155
l étudiant,vincent hauuy,ravi d avoir découvert ce thriller et cet auteur je suis rentré dans l histoire tres facilement et j ai rapidement senti qu une atmosphère spéciale s en dégageait atmosphère angoissante sans pour autant qu un élément précis ne vienne réellement la justifier chose amusante quelques pages après m être fait cette réflexion le narrateur se fait la même comme quoi l auteur a réussi à transmettre exactement ce qu il désirait,4.0,1,422
léon gavet je vous écris des samoa un demi siècle de correspondance inédite 1858 1909 venue de la lointaine océanie,mireille dodart de l hermuzière,prix mention spéciale,5.0,1,21
le destin de fausto,oliver jeffers,c est l histoire d un homme fausto qui pense que tout lui appartient de la simple fleur à l immense montagne rien ne l arrête dans sa quête de possession rien ne l arrête sauf l océan l océan a pourtant bien essayé de dire à fausto qu on peut posséder sans aimer mais que pour aimer il faut comprendre l autre l océan a essayé mais fausto n a pas compris et il paiera de sa vie son obsession de la possession,5.0,1,408
animodorat,emmanuelle figueras,bienvenue dans le monde invisible des odeurs c est ainsi que nous accueille ce livre documentaire sur l odorat en particulier celui des animaux on y apprend comment les différentes formes de nez conditionnent les types d odorat on y apprend surtout à qui cela sert de sentir pour se nourrir pour séduire pour se reconnaitre ou s orienter a l aide d illustrations réalistes et tout en finesse de légendes courtes et de textes plus longs de volets à soulever pour en savoir plus ce documentaire s avère complet et riche d informations passionnantes un livre à offrir à partager à feuilleter un livre pour se sentir bien,5.0,1,617
sarah bernhardt l indomptable,morin rotureau e,considérée comme la plus grande actrice de théâtre du début du xxe siècle sarah bernhardt reste également célèbre pour ce qu elle était une femme engagée passionnée qui a mené sa vie comme un combat pour la liberté et pour la passion qui l animait le théâtre,4.0,1,258
là où chantent les écrevisses,owens delia,roman incroyable je m y suis très rapidement plongé dedans au point de ne plus le lâcher très agréablement surpris par ce récit fleuve qui traverse toutes les étapes de la vie de kya une écriture aussi douce et belle que la principale protagoniste à lire absolument,5.0,1,265
le poids du hasard,lyne debrunis,paul revient d une grosse mission il disait que c était la dernière mais une jeune femme avait besoin d être sauver en urgence c est le seul homme capable de s infiltrer d où son surnom le caméléon donc la mission lui revient automatiquement il y va et pense demander de l aide à la bonne personne mais il se rend compte qu il a fait une énorme bêtise en lui confiant quelle était sa mission il réussi à sauver la femme mais il y a un petit imprévu qui va rendre le retour compliqué sans oublier la fameuse aide qui s avère être un ennemi capable de tout malgré tout ils arrivent à rentrer à paris malheureusement le danger n est pas si loin victoire va en subir les conséquences une fois le danger éloigné ils décident de faire un bout de chemin ensemble celui ci sera parsemé d embûches mais aussi de retrouvailles inattendues leur famille va s agrandir très très vite pour leur plus grand bonheur les opposés s attirent nous en avons la preuve ici autant paul est sombre que victoire est lumineuse une magnifique histoire d amour va naître sous nos yeux,5.0,1,1056
à l étroit,isabelle vouin,un roman très court qui déborde de rage adolescente en seulement quelques pages on découvre un jeune homme en plein mal être qui voudrait crier sa colère et son désespoir au monde mais qui paradoxalement reste silencieux aucune parole les pensées tournent dans sa tête jusqu à la paranoïa un texte fort qui prend une tournure très soudaine et inattendue et qui amène à porter un autre regard sur les choses et les personnes qui nous entourent car tout peut disparaître d un claquement de doigts,3.5,0,494
soixante douze heures,marie sophie vermot,un beau roman atypique qui traite d un sujet qu on a pas l habitude de voir en littérature ado mise en avant de l importance de prendre soi même ses décisions de ne pas vivre pour les autres de ne pas se laisser influencer des passages durs et des passages émouvants s entremêlent un roman qui s adresse autant aux ados qu aux adultes pas de jugement pas de leçon de la part de l autrice quelle que soit la décision d irène ce sera forcément la bonne pour elle,3.5,0,460
le chateau d otrante histoire gothique,horace walpole,un roman gothique très court avec des personnages plutôt survolés,3.5,0,65
quand vient la vague,tixier j c,c est un roman qui souligne l importance mais aussi la difficultés des relations familiales ainsi que l importance de ne pas mentir surtout pas à sa famille beaucoup d émotions différentes sont présentes et bien retranscrites incompréhension peur regret dégoût espoir les chapitres nina et clément sont entrecroisés j ai une préférence pour le personnage de nina et son parcours,3.5,0,378
colorado train,thibault vermot,à la croisée entre ça de stephen king et stranger things on retrouve dans ce roman des gosses au caractères bien trempés de l angoisse du gore et de la vulgarité sont au rendez vous livre destiné à des grands ados plutôt l écriture a un style très oral qui renforce l immersion avec notamment des syllabes avalées l absence de négation des phrases non finies des expressions anglaises il y a beaucoup de suspens et de moments sombres le danger plane au dessus des protagonistes et les observe on ne sait jamais quand ni comment il va frapper lors des passages en italique on comprend vite qu il s agit de la chose du tueur dont le passé se dévoile par touches ces passages mettent mal à l aise avec tout ce voyeurisme et cette cruauté évoquée j ai trouvé les enfants parfois agaçants et quelques situations sont difficiles à imaginer ils passent leur temps à sortir la nuit leurs attitudes réflexions et déductions ne correspondant pas à des enfants de 13 ans mais c est un bon thriller dans l ensemble,3.5,0,1002
kill the indian in the child,elise fontenaille,un roman dur avec des scènes chocs qui dépeint pourtant une triste vérité historique puisque tiré de faits réels la cruauté des actes prend aux tripes et le combat de mukwa pour survivre tient le lecteur en haleine l horreur est contrebalancée par une belle plume poétique surtout lors des rêveries de mukwa qui retranscrit la beauté et le mystère de la culture amérindienne,4.0,1,374
une fille de,jo witek,un texte court qui se lit d une traite et nous plonge dans le monologue intérieur d hanna lorsqu elle court c est une thématique difficile à aborder en littérature jeunesse ado le message est beau malgré les difficultés malgré le fait qu hanna voudrait que les choses changent que sa mère se démène pour sortir de sa situation cet amour qui les lie est inébranlable et plus fort que tout le message fort que véhicule ce roman est l importance de se battre de ne pas laisser les autres nous abattre et de trouver quelque chose qui nous rende plus fort,4.0,1,550
jackaby,william ritter,un roman très prenant qui se lit d une traite et mêle enquête policière suspense fantastique et humour décalé très bien écrit avec des descriptions précises qui donnent à voir et avec une ambiance très travaillée les personnages sont réalistes et tous attachants même si abigail est parfois en demi teinte malgré son rôle de narratrice jackaby est un vrai phénomène un sherlock holmes du surnaturel dans une atmosphère à la jack l eventreur l enquête est plutôt simple mais le lecteur est tenu en haleine je lirai la suite avec plaisir pour retrouver ce duo haut en couleurs,4.0,1,574
shades of magic tome 1,schwab ve,shades of magic propose un bel univers original très développé et détaillé la première partie est un peu longue car il y a une mise en place du décor et de l histoire mais l action est présente par la suite j ai trouvé l écriture parfois brouillonne avec des redondances et des phrases peu claires j ai beaucoup aimé le personnage de kell discret et mystérieux mais qui n a pas la langue dans sa poche j ai moins accroché à lila qui malgré son côté femme forte et indépendante est parfois agaçante et un peu trop surpuissante leur relation manque par ailleurs de crédibilité c était un bon moment de lecture même si j en attendais plus,3.5,0,635
demain entre tes mains,cyril dion,le duo pierre rabhi cyril dion cofondateurs du mouvement des colibris présente dans cet album illustré des notions de base d écologie à destination des enfants,3.5,0,159
joyeux noël,blaise cendrars,niveau recueil de noël je me suis acheté ce joyeux noël en même temps que au pied du sapin on était dans le thème du moment le prix était correct 2 euros le livre et surtout j aimais beaucoup l idée de pouvoir découvrir quelques grands auteurs à travers de courts textes ma culture littéraire n étant pas très grande à mon sens,3.0,0,327
légendion tome 3 les larmes de sitaël,rémi bomont,c est avec grand plaisir que je plonge dans ce troisième tome,4.5,1,61
nox tome 1 ici bas,yves grevet,une superbe découverte littéraire,4.5,1,33
la quête d ewilan bd tome 7 l île du destin,lylian,fin du cycle de la quête d ewilan en bd ce dernier album de l adaptation se base sur le tome 2 de la trilogie éponyme de pierre bottero pourtant les frontières de glace ne sont pas le dernier tome de la trilogie mais le deuxième il y a ensuite l île du destin dont l album porte le nom,4.0,1,285
et le mal viendra,jérôme camut,bonjour à tous,5.0,1,14
dracula,bram stoker,j ai beaucoup aimer le livre en général mais je trouve que le début est trop lent pour le peu d action qu il y a,3.5,0,112
thornhill,pam smy,quand tu vois ce livre avec sa tranche sombre tu as tout de suite envie de le lire une fois que tu as commencé à lire ce livre tu ne peux plus t arrêter ce livre est sombre quand j ai eu fini de lire le livre je me suis dit que j avais quand même de la chance d avoir des amis,5.0,1,276
le jour où tome 4 il a suivi sa valise,béka,grâce à la médiathèque je continue ma lecture de cette série de bandes dessinées en lien avec le développement personnel,3.5,0,120
la confrérie de l échelle,éric lambert iv,l histoire se déroule au xviie siècle dès le départ on suit avec avidité les aventures du jeune seigneur alexandre à peine 18 ans qui cherche qui et surtout pourquoi a assassiné son père et son grand père il y a dix ans il sait qu il ne pourra pas faire cela seul il monte donc une équipe formée de gens de son entourage équipe qui deviendra rapidement une bande d inséparables mais ils devront faire preuve d ingéniosité et de courage car ils rencontreront l énigmatique mazarin mais également certains dangers en découvrant des secrets d état,5.0,1,544
l hiver n est jamais froid au petit café de l amour,julia nole,ce livre est donc une merveilleuse surprise je crois que j ai commencé un peu trop tôt mes lectures de noël avec un peu trop de sp également sur ce thème je commence donc à saturer un peu ce livre est mon dernier sp grâce à netgalley et il me faisait un peu peur je l avoue même si le résumé laissait présager un livre sur la famille j avais peur de m ennuyer et bien finalement j ai eu du mal à reposer ce livre,5.0,1,412
crusaders tome 1 la colonne de fer,christophe bec,superbe bande dessinée j ai adoré les illustrations et je découvre un univers grandiose j ai adoré même si c est parfois compliquer à suivre la science fiction pure et dure comme ça il faut s accrocher pour accepter les concepts comme les trous de ver mais globalement ça va j ai suivi les dialogues sont à la fois pleins d humour de références et parfois très sérieux j aime ce mélange bien dosé cela rend plus humain les extra terrestres paradoxal,4.0,1,449
code 612 qui a tué le petit prince,michel bussi,bonjour je mets des étoiles à ce livre car la plume de michel bussi est toujours aussi belle mais que je me suis ennuyée intriguée au début par ce cadeau que l on m avait fait je m y suis plongée de bon cœur mais plus j avançais plus je traînais dans ces longueurs pour moi sans queue ni tête je l avais même oublié dans un coin sans le terminer je viens de le reprendre et le finir sans aucun plaisir,2.5,-1,401
être sans destin,imre kertesz,je n ai plus ce livre entre les mains une impression étrange de coeur serré lourd et tous les synonymes possibles,5.0,1,113
le fils de staline,hugues boulet,la première chose que je peux vous dire une fois le livre terminé c est que c est une histoire atypique pour la simple raison que les personnages n ont ni nom ni prénom ils sont définis par leurs fonctions l attaché culturel le premier attaché le tyran le pianiste le peintre la danseuse la guitariste etc au début cela m a un peu désorientée mais c est très vite passé et j ai très bien réussi à savoir qui était qui après tout un prénom ou une fonction c est en soi à peu près la même chose puisque ça détermine un personnage autre originalité les lieux ne sont pas nommés avec des lieux existants et que nous connaissons deux grands pays sont cités le pays rouge et le grand pays on peut comprendre derrière qu il s agit de la russie et de l amérique surtout que certains lieux du pays rouge s appelle la place rouge et puis le titre avec la mention de staline finit de corroborer cela on pourrait penser aussi que de ne pas mettre de nom précis sur les lieux peut perdre le lecteur mais pas du tout les décors sont tout de même bien décrits l ambiance aussi froide et austère j ai très bien réussi à m imaginer les lieux,5.0,1,1124
hegel et l idéalisme allemand,luc ferry,hegel est un philosophe qui pensait que l histoire était déjà écrite qu elle se déroulait sous nos yeux et allait bien se finir,4.0,1,127
kant et les lumières la science et la morale,luc ferry,kant est un philosophe que luc connait bien,4.0,1,43
la philosophie aujourd hui où en est on,luc ferry,une sorte de bilan ce n est pas le volume le plus passionnant car c est celui ou luc parle de sa philosophie or si c est un excellent vulgarisateur ce n est pas non plus un avion de chasse en terme de pensée,3.0,0,207
la philosophie anglo saxonne la force de l expérience,luc ferry,c est un volume assez intéressant car quand on ne s intéresse pas de près à la philosophie on ne connait pas forcément aussi bien c est deux courants de pensée anglo saxon,4.0,1,171
freud le sexe et l inconscient,luc ferry,freud aurait voulu être un scientifique il ne fût qu un philosophe,4.0,1,66
heidegger les illusions de la technique,luc ferry,l étant l être l être vers la mort le dasein,4.0,1,44
une éducation philosophique,andré comte sponville,petit plagiat à flaubert il s agit ici pour dédé de se raconter une énième fois parler de lui c est ce qu il préfère,4.0,1,116
schopenhauer pessimisme et art du bonheur,luc ferry,schopenhauer et bonheur ça fait oxymore et pourtant c est un sujet qui intéressait arthur il en a même fait un livre l art d être heureux,4.0,1,137
sombres citrouilles,malika ferdjoukh,bon et donc cette lecture d halloween ça dit quoi eh ben ça dit que c était vachement bien j ai adoré ce petit moment passé aux côtés de cette famille dont chaque membre cache un petit ou gros secret j ai adoré l ambiance à la fois conviviale et mystérieuse et surtout j ai adoré être surprise car je ne m attendait pas à ce que ce soit si sombre pas que ce soit très sombre mais je m attendais à plus léger,4.0,1,407
chrysalide tome 1 les clefs perdues,george lerouge,c est une œuvre qui vous envoûte du premier jusqu au dernier mot,4.5,1,64
dix petites poupées,b a paris,on est pas sur le thriller du siècle mais clairement dix petites poupées est un sacré page turner,3.5,0,97
le coût de la virilité,lucile peytavin,saviez vous que la population carcérale en france était composée à plus de 96 d hommes lorsqu elle découvre avec stupéfaction ce chiffre l autrice commence à collecter les chiffres de la délinquance et en découle alors ce brillant essai dans lequel elle calcule coût de cette violence masculine,5.0,1,294
dorothy counts affronter la haine raciale,elise fontenaille,roman très court mais poignant qui retrace le combat de dorothy counts dans tout son courage et son injustice la plume d elise fontenaille est fluide et nous immerge dans les pensées et émotions de la jeune fille histoire sur l exclusion et le racisme qui peut être lu par les plus jeunes et pourra particulièrement les toucher en leur présentant la ségrégation du point de vue d une adolescente,4.0,1,395
gros sur le coeur,carène ponte,un roman qui dénonce une triste réalité et aborde un sujet grave et toujours d actualité le harcèlement scolaire et le fait qu on en parle pas assez et que l entourage y est souvent aveugle l auteure y aborde également la notion d estime de soi du regard qu on porte sur soi ainsi que la question de la relation élève professeur qui est ici poussée assez loin et pas nécessaire à l intrigue selon moi peut être même en trop à destination des adolescents mais aussi de leurs parents ce roman peut aider à sensibiliser,4.0,1,516
la vie commence aujourd hui,christophe léon,thématiques intéressantes peu abordées voire méconnues il est question de l assistance sexuelle c est un roman touchant qui nous parle du handicap de l amitié et de l amour et en particulier de la difficulté à conjuguer ses éléments ensemble on comprend tout à fait la rage de clément mais j ai quand même eu beaucoup de mal à m attacher à son personnage ainsi qu aux autres,2.5,-1,374
mon voisin mes amours et autres contrariétés,laure enza,retour sp sur mon voisin mes amours et autres contrariétés de laure enza,5.0,1,72
aussi loin que possible,pessan eric,un très beau texte sur le courage et l amitié qui aborde des thématiques fortes et d actualité immigration expulsion enfants battus roman rythmé avec des chapitres courts qui se lit d une traite les deux garçons sont attachants on aime les suivre dans cette course pleine d espoir et les voir évoluer au fil des pages,3.5,0,317
l enchanteur,stephen carrière,j ai été déçu que la thématique de l enchanteur qui résout des problèmes au lycée ne soit pas plus développée dans l histoire l auteur a voulu trop en faire à mon goût trop d intrigues qui s entremêlent pièce de théâtre l enchanteur tueur en série la problématique du racisme on a du mal à voir où l auteur veut nous emmener et le tout est assez confus mais j ai beaucoup aimé l ambiance et l écriture qui sublime le quotidien de ses ados et ne sont pas sans rappeler stephen king mélange de réalité de thriller et de fantastique assez surprenant certains passages sont complexes pour un public ado philosophie théâtre et l auteur confère une maturité et une intelligence exagérées à ces personnages vu leur âge,3.0,0,711
dans la maison,philip le roy,l auteur reprend les codes du genre de l horreur mais reste dans le cliché autant dans les situations que dans la construction des personnages tous très agaçants et antipathiques nombreuses références littéraires cinématographiques et musicales mais l auteur étale par moments beaucoup trop sa culture ce qui casse le rythme du récit la fin part dans tous les sens avec des réactions et comportements peu réalistes et des situations peu plausibles c est tout de même un page turner qui plaira aux adolescents en quête de frisson,1.0,-1,528
blé noir,aurélie wellenstein,roman militant qui dénonce la souffrance animale sous toutes ses formes sans filtre mais aborde aussi les relations humaines tantôt merveilleuses tantôt destructrices au fur et à mesure des chapitres l autrice retranscrit avec justesse les sentiments de rage et d impuissance des personnages face à cette société meurtrie et meurtrière le trio lilian blé et kaiser caillou est attachant et porteur d un message d espoir qui pourra aider à faire ouvrir les yeux sur une cause importante et d actualité un roman à la fois sombre et beau porté par une belle plume,3.5,0,560
la survie de molly southbourne,thomson tade,une suite à la hauteur du premier tome où l auteur se renouvelle il parvient à nouveau à surprendre le lecteur et à le tenir en haleine on en apprend enfin beaucoup sur molly son passé et l origine de son pouvoir entre autres et il y a un vrai soin accordé à la psychologie des personnages texte qui se lit très vite mais j ai été happée du début à la fin,4.0,1,355
les chevaliers du tintamarre,raphaël bardas,une lecture agréable et divertissante j ai aimé suivre ce trio loufoque dans leurs péripéties ponctuées de réparties mordantes on ressent un souci de réalisme et de crédibilité dans la construction de l univers et des personnages avec tout de même une bonne dose d originalité je reprocherais un sentiment de lassitude et de redondance au bout d un moment dommage pour la fin précipitée en comparaison à quelques passages qui souffrent de longueurs,3.0,0,448
derail,kyoko aiba,j ai lu beaucoup d avis sur ce manga et c était toujours assez mitigé soit on aime soit on n aime pas et dans mon cas malgré d indéniables qualités je n ai pas réussi à accrocher à l histoire,2.5,-1,191
l odyssée de la guerre de troie,séverine marchay cheinet,dans la guerre de troie nestor se fait connaître comme un guerrier habile et surtout réputé pour sa sagesse et sa justice,5.0,1,121
nord bonheur,árpád kun,aimé est né au bénin d un père franco vietnamien et d une mère fille d un fonctionnaire devenue sorcier a l approche de la quarantaine et ayant perdu toute sa famille il prend conscience que son quotidien d aide soignant au bénin n a plus aucun sens pour lui commence alors un voyage qui va le mené en norvège va t il enfin trouver un sens à sa vie l auteur nous raconte l histoire romancé d une connaissance rencontré dans un hôpital de norvège j ai eu peur au début de ma lecture car la première parti au bénin était déroutante le narrateur et personnage principal raconte en vrac aussi bien des choses qui lui sont arrivés à lui ou à ses aïeux que des détails concernant une église un centre de soin une ambassade il n y a pas de logique ni de chronologie tout est posé comme une suite de pensés ce n est pas une construction de récit qui m attire même si c est un choix pertinent pour illustrer le fait qu aimé ne se sent plus à sa place les aspects croyances traditionnelles et comment se fait un équilibre avec les religions importées sont chouettes mais c était trop décousu pour moi dans la seconde partie aimé découvre la france puis la norvège j ai pris plaisir à voir évoluer aimé entre sa découverte de l europe et de ses différences avec le bénin son intégration et cette sensation d être enfin arrivé à sa place d atteindre une harmonie on obtient un récit tranche de vie riche et fascinant petit bémol sur cette seconde partie il y a beaucoup de descriptions de soins hospitaliers aucun détail n est épargné au lecteur et ça participe à une ambiance de lenteur qui peut déranger même si tout ne m a pas convaincue je suis contente d avoir découvert ce titre qui sort complètement et de ce que j imaginais et de ce que je lis habituellement,3.5,0,1754
